,PLAYER_ID,full_name,SEASON_ID,SEASON_EXP,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,POSITION,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,PTS,is_active
72,51,Mahmoud Abdul-Rauf,1992-93,9,1610612743,DEN,24.0,Guard,81,81.0,2710.0,633,1407,70.0,197.0,217,232,51.0,174.0,344,84.0,8.0,187.0,179,1553,False
73,51,Mahmoud Abdul-Rauf,1993-94,9,1610612743,DEN,25.0,Guard,80,78.0,2617.0,588,1279,42.0,133.0,219,229,27.0,141.0,362,82.0,10.0,151.0,150,1437,False
74,51,Mahmoud Abdul-Rauf,1994-95,9,1610612743,DEN,26.0,Guard,73,43.0,2082.0,472,1005,83.0,215.0,138,156,32.0,105.0,263,77.0,9.0,119.0,126,1165,False
75,51,Mahmoud Abdul-Rauf,1995-96,9,1610612743,DEN,27.0,Guard,57,53.0,2029.0,414,955,121.0,309.0,146,157,26.0,112.0,389,64.0,3.0,115.0,117,1095,False
76,51,Mahmoud Abdul-Rauf,1996-97,9,1610612758,SAC,28.0,Guard,75,51.0,2131.0,411,924,94.0,246.0,115,136,16.0,106.0,189,56.0,6.0,119.0,174,1031,False
77,51,Mahmoud Abdul-Rauf,1997-98,9,1610612758,SAC,29.0,Guard,31,0.0,530.0,103,273,5.0,31.0,16,16,6.0,31.0,58,16.0,1.0,19.0,31,227,False
78,51,Mahmoud Abdul-Rauf,2000-01,9,1610612763,VAN,32.0,Guard,41,0.0,485.0,120,246,4.0,14.0,22,29,5.0,20.0,76,9.0,1.0,26.0,50,266,False
115,203518,Alex Abrines,2016-17,3,1610612760,OKC,23.0,Guard,68,6.0,1055.0,134,341,94.0,247.0,44,49,18.0,68.0,40,37.0,8.0,33.0,114,406,False
116,203518,Alex Abrines,2017-18,3,1610612760,OKC,24.0,Guard,75,8.0,1134.0,115,291,84.0,221.0,39,46,26.0,88.0,28,38.0,8.0,25.0,124,353,False
117,203518,Alex Abrines,2018-19,3,1610612760,OKC,25.0,Guard,31,2.0,588.0,56,157,41.0,127.0,12,13,5.0,43.0,20,17.0,6.0,14.0,53,165,False
120,101165,Alex Acker,2005-06,3,1610612765,DET,23.0,Guard,5,0.0,35.0,4,16,1.0,5.0,0,0,1.0,4.0,4,1.0,0.0,4.0,4,9,False
121,101165,Alex Acker,2008-09,3,1610612765,DET,26.0,Guard,7,0.0,20.0,4,11,0.0,4.0,1,2,0.0,2.0,1,2.0,1.0,0.0,0,9,False
122,101165,Alex Acker,2008-09,3,1610612746,LAC,26.0,Guard,18,0.0,179.0,26,65,7.0,16.0,4,8,8.0,14.0,11,3.0,3.0,7.0,9,63,False
123,101165,Alex Acker,2008-09,3,0,TOT,26.0,Guard,25,0.0,200.0,30,76,7.0,20.0,5,10,8.0,16.0,12,5.0,4.0,7.0,9,72,False
171,1629121,Jaylen Adams,2018-19,3,1610612737,ATL,23.0,Guard,34,1.0,428.0,38,110,25.0,74.0,7,9,11.0,49.0,65,14.0,5.0,28.0,45,108,False
172,1629121,Jaylen Adams,2020-21,3,1610612749,MIL,25.0,Guard,7,0.0,18.0,1,8,0.0,2.0,0,0,0.0,3.0,2,0.0,0.0,0.0,1,2,False
173,203919,Jordan Adams,2014-15,3,1610612763,MEM,20.0,Guard,30,0.0,248.0,35,86,10.0,25.0,14,23,9.0,19.0,16,16.0,7.0,14.0,24,94,False
174,203919,Jordan Adams,2015-16,3,1610612763,MEM,21.0,Guard,2,0.0,15.0,2,6,0.0,1.0,3,5,0.0,2.0,3,3.0,0.0,2.0,2,7,False
182,149,Michael Adams,1992-93,11,1610612764,WAS,30.0,Guard,70,70.0,2499.0,365,831,68.0,212.0,237,277,52.0,188.0,526,100.0,4.0,175.0,146,1035,False
183,149,Michael Adams,1993-94,11,1610612764,WAS,31.0,Guard,70,67.0,2337.0,285,698,55.0,191.0,224,270,37.0,146.0,480,96.0,6.0,167.0,140,849,False
184,149,Michael Adams,1994-95,11,1610612766,CHH,32.0,Guard,29,0.0,443.0,67,148,29.0,81.0,25,30,6.0,23.0,95,23.0,1.0,26.0,41,188,False
185,149,Michael Adams,1995-96,11,1610612766,CHH,33.0,Guard,21,3.0,329.0,37,83,14.0,41.0,26,35,5.0,17.0,67,21.0,4.0,25.0,25,114,False
224,201167,Arron Afflalo,2007-08,12,1610612765,DET,22.0,Guard,75,9.0,970.0,99,241,10.0,48.0,68,87,36.0,101.0,52,31.0,8.0,34.0,83,276,False
225,201167,Arron Afflalo,2008-09,12,1610612765,DET,23.0,Guard,74,8.0,1234.0,131,300,43.0,107.0,58,71,30.0,104.0,44,28.0,13.0,43.0,144,363,False
226,201167,Arron Afflalo,2009-10,12,1610612743,DEN,24.0,Guard,82,75.0,2221.0,272,585,108.0,249.0,72,98,59.0,193.0,138,46.0,30.0,74.0,225,724,False
227,201167,Arron Afflalo,2010-11,12,1610612743,DEN,25.0,Guard,69,69.0,2324.0,312,627,105.0,248.0,138,163,45.0,206.0,168,34.0,31.0,71.0,153,867,False
228,201167,Arron Afflalo,2011-12,12,1610612743,DEN,26.0,Guard,62,62.0,2086.0,329,699,88.0,221.0,197,247,40.0,157.0,149,36.0,13.0,85.0,134,943,False
229,201167,Arron Afflalo,2012-13,12,1610612753,ORL,27.0,Guard,64,64.0,2307.0,397,905,72.0,240.0,191,223,29.0,210.0,206,40.0,11.0,138.0,137,1057,False
230,201167,Arron Afflalo,2013-14,12,1610612753,ORL,28.0,Guard,73,73.0,2552.0,464,1011,128.0,300.0,274,336,32.0,230.0,248,35.0,3.0,146.0,136,1330,False
231,201167,Arron Afflalo,2014-15,12,1610612743,DEN,29.0,Guard,53,53.0,1750.0,281,657,82.0,243.0,127,151,21.0,159.0,101,32.0,5.0,83.0,108,771,False
232,201167,Arron Afflalo,2014-15,12,1610612757,POR,29.0,Guard,25,19.0,752.0,94,227,36.0,90.0,40,47,6.0,61.0,28,9.0,2.0,33.0,59,264,False
233,201167,Arron Afflalo,2014-15,12,0,TOT,29.0,Guard,78,72.0,2502.0,375,884,118.0,333.0,167,198,27.0,220.0,129,41.0,7.0,116.0,167,1035,False
234,201167,Arron Afflalo,2015-16,12,1610612752,NYK,30.0,Guard,71,57.0,2371.0,354,799,91.0,238.0,110,131,23.0,243.0,144,25.0,10.0,82.0,142,909,False
235,201167,Arron Afflalo,2016-17,12,1610612758,SAC,31.0,Guard,61,45.0,1580.0,185,420,62.0,151.0,83,93,9.0,116.0,78,21.0,6.0,42.0,104,515,False
236,201167,Arron Afflalo,2017-18,12,1610612753,ORL,32.0,Guard,53,3.0,682.0,65,162,27.0,70.0,22,26,4.0,62.0,30,4.0,9.0,21.0,56,179,False
258,201336,Blake Ahearn,2007-08,4,1610612748,MIA,24.0,Guard,12,0.0,177.0,15,57,10.0,34.0,30,31,1.0,18.0,19,6.0,0.0,16.0,20,70,False
259,201336,Blake Ahearn,2008-09,4,1610612759,SAS,25.0,Guard,3,0.0,19.0,2,6,2.0,4.0,2,2,0.0,1.0,2,1.0,0.0,1.0,3,8,False
260,201336,Blake Ahearn,2011-12,4,1610612762,UTA,28.0,Guard,4,0.0,30.0,4,14,2.0,9.0,0,0,0.0,2.0,1,0.0,0.0,5.0,4,10,False
274,76017,Danny Ainge,1992-93,14,1610612756,PHX,34.0,Guard,80,0.0,2163.0,337,730,150.0,372.0,123,145,49.0,165.0,260,69.0,8.0,113.0,175,947,False
275,76017,Danny Ainge,1993-94,14,1610612756,PHX,35.0,Guard,68,1.0,1555.0,224,537,80.0,244.0,78,94,28.0,103.0,180,57.0,8.0,81.0,140,606,False
276,76017,Danny Ainge,1994-95,14,1610612756,PHX,36.0,Guard,74,1.0,1374.0,194,422,78.0,214.0,105,130,25.0,84.0,210,46.0,7.0,79.0,155,571,False
288,203006,Josh Akognon,2012-13,2,1610612742,DAL,27.0,Guard,3,0.0,9.0,2,4,1.0,2.0,0,0,0.0,1.0,1,0.0,0.0,0.0,3,5,False
331,724,Cory Alexander,1995-96,8,1610612759,SAN,23.0,Guard,60,0.0,560.0,63,155,26.0,66.0,16,25,9.0,33.0,121,27.0,2.0,68.0,94,168,False
332,724,Cory Alexander,1996-97,8,1610612759,SAS,24.0,Guard,80,6.0,1451.0,194,490,94.0,252.0,95,129,29.0,94.0,254,82.0,16.0,146.0,148,577,False
333,724,Cory Alexander,1997-98,8,1610612759,SAS,25.0,Guard,37,3.0,501.0,60,145,20.0,64.0,25,37,7.0,40.0,71,25.0,5.0,47.0,53,165,False
334,724,Cory Alexander,1997-98,8,1610612743,DEN,25.0,Guard,23,19.0,797.0,111,255,46.0,112.0,55,65,10.0,89.0,138,45.0,6.0,65.0,45,323,False
335,724,Cory Alexander,1997-98,8,0,TOT,25.0,Guard,60,22.0,1298.0,171,400,66.0,176.0,80,102,17.0,129.0,209,70.0,11.0,112.0,98,488,False
336,724,Cory Alexander,1998-99,8,1610612743,DEN,26.0,Guard,36,4.0,778.0,97,260,30.0,105.0,37,44,7.0,67.0,119,35.0,5.0,69.0,77,261,False
337,724,Cory Alexander,1999-00,8,1610612743,DEN,27.0,Guard,29,2.0,329.0,28,98,9.0,35.0,17,22,8.0,34.0,58,24.0,2.0,28.0,39,82,False
338,724,Cory Alexander,2000-01,8,1610612753,ORL,28.0,Guard,26,0.0,223.0,18,56,4.0,16.0,12,18,0.0,25.0,36,16.0,0.0,25.0,29,52,False
339,724,Cory Alexander,2004-05,8,1610612766,CHA,32.0,Guard,16,1.0,201.0,16,49,8.0,19.0,9,12,8.0,21.0,37,9.0,1.0,19.0,29,49,False
340,2042,Courtney Alexander,2000-01,4,1610612742,DAL,24.0,Guard,38,6.0,472.0,62,178,3.0,10.0,33,45,20.0,43.0,21,16.0,3.0,21.0,76,160,False
341,2042,Courtney Alexander,2000-01,4,1610612764,WAS,24.0,Guard,27,18.0,910.0,177,395,14.0,36.0,90,105,22.0,58.0,41,29.0,2.0,54.0,63,458,False
342,2042,Courtney Alexander,2000-01,4,0,TOT,24.0,Guard,65,24.0,472.0,239,573,17.0,46.0,123,150,42.0,101.0,62,45.0,5.0,75.0,139,618,False
343,2042,Courtney Alexander,2001-02,4,1610612764,WAS,25.0,Guard,56,28.0,1325.0,223,474,5.0,18.0,98,121,43.0,105.0,86,35.0,7.0,60.0,113,549,False
344,2042,Courtney Alexander,2002-03,4,1610612740,NOH,26.0,Guard,66,7.0,1360.0,193,505,19.0,57.0,118,146,39.0,79.0,79,31.0,6.0,68.0,125,523,False
351,1630234,Ty-Shon Alexander,2020-21,2,1610612756,PHX,22.0,Guard,15,0.0,47.0,3,12,2.0,9.0,1,2,2.0,8.0,6,0.0,1.0,3.0,2,9,False
357,1629638,Nickeil Alexander-Walker,2019-20,2,1610612740,NOP,21.0,Guard,47,1.0,591.0,98,266,46.0,133.0,25,37,9.0,75.0,89,17.0,8.0,54.0,57,267,True
358,1629638,Nickeil Alexander-Walker,2020-21,2,1610612740,NOP,22.0,Guard,46,13.0,1007.0,192,458,76.0,219.0,48,66,13.0,131.0,102,47.0,22.0,69.0,88,508,True
359,1629638,Nickeil Alexander-Walker,2021-22,2,1610612740,NOP,23.0,Guard,50,19.0,1317.0,237,632,95.0,305.0,70,97,36.0,128.0,139,41.0,19.0,85.0,88,639,True
360,1629638,Nickeil Alexander-Walker,2021-22,2,1610612762,UTA,23.0,Guard,15,2.0,149.0,16,48,10.0,33.0,11,12,1.0,22.0,17,5.0,4.0,8.0,15,53,True
361,1629638,Nickeil Alexander-Walker,2021-22,2,0,TOT,23.0,Guard,65,21.0,1466.0,253,680,105.0,338.0,81,109,37.0,150.0,156,46.0,23.0,93.0,103,692,True
368,1628959,Rawle Alkins,2018-19,2,1610612741,CHI,21.0,Guard,10,1.0,120.0,13,39,3.0,12.0,8,12,11.0,15.0,13,1.0,0.0,8.0,7,37,False
370,1628960,Grayson Allen,2018-19,3,1610612762,UTA,23.0,Guard,38,2.0,416.0,67,178,32.0,99.0,45,60,3.0,20.0,25,6.0,6.0,33.0,47,211,True
371,1628960,Grayson Allen,2019-20,3,1610612763,MEM,24.0,Guard,38,0.0,718.0,117,251,57.0,141.0,39,45,8.0,77.0,52,10.0,2.0,33.0,53,330,True
372,1628960,Grayson Allen,2020-21,3,1610612763,MEM,25.0,Guard,50,38.0,1260.0,173,414,107.0,274.0,79,91,19.0,141.0,108,46.0,8.0,48.0,71,532,True
373,1628960,Grayson Allen,2021-22,3,1610612749,MIL,26.0,Guard,66,61.0,1805.0,255,569,159.0,389.0,64,74,32.0,190.0,100,46.0,18.0,43.0,96,733,True
381,706,Jerome Allen,1995-96,2,1610612750,MIN,23.0,Guard,41,0.0,362.0,36,105,10.0,33.0,26,36,5.0,20.0,49,21.0,5.0,34.0,42,108,False
382,706,Jerome Allen,1996-97,2,1610612754,IND,24.0,Guard,51,1.0,692.0,57,147,23.0,59.0,27,47,13.0,52.0,109,27.0,0.0,56.0,67,164,False
383,706,Jerome Allen,1996-97,2,1610612743,DEN,24.0,Guard,25,0.0,252.0,21,74,7.0,34.0,15,25,12.0,21.0,43,4.0,4.0,13.0,17,64,False
384,706,Jerome Allen,1996-97,2,0,TOT,24.0,Guard,76,1.0,944.0,78,221,30.0,93.0,42,72,25.0,73.0,152,31.0,4.0,69.0,84,228,False
385,1628443,Kadeem Allen,2017-18,3,1610612738,BOS,25.0,Guard,18,1.0,107.0,6,22,0.0,11.0,7,9,4.0,7.0,12,3.0,2.0,9.0,15,19,False
386,1628443,Kadeem Allen,2018-19,3,1610612752,NYK,26.0,Guard,19,1.0,416.0,65,141,17.0,36.0,42,54,8.0,43.0,76,16.0,4.0,26.0,46,189,False
387,1628443,Kadeem Allen,2019-20,3,1610612752,NYK,27.0,Guard,10,0.0,117.0,19,44,5.0,16.0,7,11,2.0,7.0,21,5.0,2.0,8.0,7,50,False
424,951,Ray Allen,1996-97,18,1610612749,MIL,21.0,Guard,82,81.0,2538.0,390,908,117.0,298.0,205,249,97.0,229.0,210,75.0,10.0,149.0,218,1102,False
425,951,Ray Allen,1997-98,18,1610612749,MIL,22.0,Guard,82,82.0,3287.0,563,1315,134.0,368.0,342,391,127.0,278.0,356,111.0,12.0,263.0,244,1602,False
426,951,Ray Allen,1998-99,18,1610612749,MIL,23.0,Guard,50,50.0,1719.0,303,673,74.0,208.0,176,195,57.0,155.0,178,53.0,7.0,122.0,117,856,False
427,951,Ray Allen,1999-00,18,1610612749,MIL,24.0,Guard,82,82.0,3070.0,642,1411,172.0,407.0,353,398,83.0,276.0,308,110.0,19.0,183.0,187,1809,False
428,951,Ray Allen,2000-01,18,1610612749,MIL,25.0,Guard,82,82.0,3129.0,628,1309,202.0,467.0,348,392,101.0,327.0,374,124.0,20.0,204.0,192,1806,False
429,951,Ray Allen,2001-02,18,1610612749,MIL,26.0,Guard,69,67.0,2525.0,530,1148,229.0,528.0,214,245,81.0,231.0,271,88.0,18.0,159.0,157,1503,False
430,951,Ray Allen,2002-03,18,1610612749,MIL,27.0,Guard,47,46.0,1683.0,351,803,123.0,311.0,178,195,45.0,173.0,164,57.0,11.0,117.0,149,1003,False
431,951,Ray Allen,2002-03,18,1610612760,SEA,27.0,Guard,29,29.0,1197.0,247,560,78.0,222.0,138,150,49.0,114.0,170,46.0,3.0,81.0,71,710,False
432,951,Ray Allen,2002-03,18,0,TOT,27.0,Guard,76,75.0,2880.0,598,1363,201.0,533.0,316,345,94.0,287.0,334,103.0,14.0,198.0,220,1713,False
433,951,Ray Allen,2003-04,18,1610612760,SEA,28.0,Guard,56,56.0,2152.0,447,1017,148.0,378.0,245,271,69.0,217.0,268,71.0,11.0,156.0,132,1287,False
434,951,Ray Allen,2004-05,18,1610612760,SEA,29.0,Guard,78,78.0,3064.0,640,1494,209.0,556.0,378,428,79.0,268.0,289,84.0,5.0,171.0,167,1867,False
435,951,Ray Allen,2005-06,18,1610612760,SEA,30.0,Guard,78,78.0,3022.0,681,1500,269.0,653.0,324,359,71.0,261.0,286,105.0,16.0,188.0,151,1955,False
436,951,Ray Allen,2006-07,18,1610612760,SEA,31.0,Guard,55,55.0,2219.0,505,1153,165.0,443.0,279,309,57.0,190.0,228,82.0,11.0,154.0,113,1454,False
437,951,Ray Allen,2007-08,18,1610612738,BOS,32.0,Guard,73,73.0,2624.0,439,986,180.0,452.0,215,237,75.0,193.0,225,65.0,16.0,127.0,147,1273,False
438,951,Ray Allen,2008-09,18,1610612738,BOS,33.0,Guard,79,79.0,2876.0,499,1040,199.0,486.0,237,249,66.0,212.0,218,69.0,13.0,134.0,157,1434,False
439,951,Ray Allen,2009-10,18,1610612738,BOS,34.0,Guard,80,80.0,2819.0,464,973,145.0,399.0,231,253,45.0,208.0,210,64.0,25.0,129.0,182,1304,False
440,951,Ray Allen,2010-11,18,1610612738,BOS,35.0,Guard,80,80.0,2890.0,480,978,168.0,378.0,193,219,51.0,223.0,219,77.0,16.0,117.0,147,1321,False
441,951,Ray Allen,2011-12,18,1610612738,BOS,36.0,Guard,46,42.0,1565.0,226,493,106.0,234.0,97,106,14.0,128.0,109,49.0,8.0,68.0,83,655,False
442,951,Ray Allen,2012-13,18,1610612748,MIA,37.0,Guard,79,0.0,2035.0,292,651,139.0,332.0,140,158,40.0,177.0,135,67.0,15.0,103.0,129,863,False
443,951,Ray Allen,2013-14,18,1610612748,MIA,38.0,Guard,73,9.0,1936.0,240,543,116.0,309.0,105,116,23.0,182.0,143,54.0,8.0,84.0,115,701,False
461,201165,Morris Almond,2007-08,4,1610612762,UTA,23.0,Guard,9,0.0,39.0,4,15,1.0,4.0,4,6,0.0,2.0,3,1.0,0.0,2.0,5,13,False
462,201165,Morris Almond,2008-09,4,1610612762,UTA,24.0,Guard,25,1.0,255.0,33,81,5.0,17.0,21,26,9.0,27.0,7,4.0,4.0,16.0,31,92,False
463,201165,Morris Almond,2011-12,4,1610612764,WAS,27.0,Guard,4,0.0,67.0,6,17,1.0,3.0,1,3,1.0,7.0,2,7.0,0.0,1.0,6,14,False
467,1747,Rafer Alston,1999-00,11,1610612749,MIL,23.0,Guard,27,0.0,361.0,27,95,3.0,14.0,3,4,5.0,18.0,70,12.0,0.0,29.0,29,60,False
468,1747,Rafer Alston,2000-01,11,1610612749,MIL,24.0,Guard,37,2.0,287.0,30,84,8.0,30.0,9,13,4.0,27.0,68,13.0,0.0,20.0,27,77,False
469,1747,Rafer Alston,2001-02,11,1610612749,MIL,25.0,Guard,50,7.0,596.0,66,191,27.0,71.0,18,29,10.0,62.0,143,32.0,2.0,40.0,42,177,False
470,1747,Rafer Alston,2002-03,11,1610612761,TOR,26.0,Guard,47,4.0,983.0,139,335,51.0,130.0,37,54,21.0,86.0,192,38.0,15.0,86.0,120,366,False
471,1747,Rafer Alston,2003-04,11,1610612748,MIA,27.0,Guard,82,28.0,2581.0,287,764,161.0,434.0,103,134,26.0,200.0,372,114.0,18.0,128.0,212,838,False
472,1747,Rafer Alston,2004-05,11,1610612761,TOR,28.0,Guard,80,78.0,2718.0,403,974,139.0,389.0,191,258,42.0,237.0,514,118.0,7.0,170.0,212,1136,False
473,1747,Rafer Alston,2005-06,11,1610612745,HOU,29.0,Guard,63,63.0,2431.0,280,738,102.0,312.0,99,143,36.0,219.0,425,101.0,15.0,157.0,194,761,False
474,1747,Rafer Alston,2006-07,11,1610612745,HOU,30.0,Guard,82,82.0,3040.0,383,1020,192.0,529.0,130,177,29.0,253.0,444,129.0,10.0,170.0,195,1088,False
475,1747,Rafer Alston,2007-08,11,1610612745,HOU,31.0,Guard,74,74.0,2526.0,364,924,143.0,407.0,98,137,28.0,232.0,392,98.0,18.0,160.0,139,969,False
476,1747,Rafer Alston,2008-09,11,1610612745,HOU,32.0,Guard,48,48.0,1591.0,193,522,80.0,230.0,86,109,25.0,119.0,258,57.0,7.0,88.0,72,552,False
477,1747,Rafer Alston,2008-09,11,1610612753,ORL,32.0,Guard,29,28.0,856.0,123,298,32.0,101.0,70,99,8.0,75.0,148,51.0,3.0,52.0,63,348,False
478,1747,Rafer Alston,2008-09,11,0,TOT,32.0,Guard,77,76.0,2447.0,316,820,112.0,331.0,156,208,33.0,194.0,406,108.0,10.0,140.0,135,900,False
479,1747,Rafer Alston,2009-10,11,1610612751,NJN,33.0,Guard,27,13.0,766.0,95,277,28.0,87.0,44,54,9.0,66.0,104,27.0,5.0,61.0,50,262,False
480,1747,Rafer Alston,2009-10,11,1610612748,MIA,33.0,Guard,25,25.0,655.0,60,169,30.0,81.0,15,27,4.0,50.0,72,23.0,5.0,34.0,53,165,False
481,1747,Rafer Alston,2009-10,11,0,TOT,33.0,Guard,52,38.0,1420.0,155,446,58.0,168.0,59,81,13.0,116.0,176,50.0,10.0,95.0,103,427,False
483,1630631,Jose Alvarado,2021-22,0,1610612740,NOP,24.0,Guard,54,1.0,834.0,131,294,32.0,110.0,36,53,25.0,75.0,152,71.0,7.0,40.0,73,330,True
553,202079,Antonio Anderson,2009-10,2,1610612760,OKC,25.0,Guard,1,0.0,15.0,1,3,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0,1.0,1,2,False
561,1507,Derek Anderson,1997-98,12,1610612739,CLE,23.0,Guard,66,13.0,1839.0,239,586,17.0,84.0,275,315,55.0,132.0,227,86.0,13.0,128.0,136,770,False
562,1507,Derek Anderson,1998-99,12,1610612739,CLE,24.0,Guard,38,13.0,978.0,125,314,21.0,69.0,138,165,20.0,89.0,145,48.0,4.0,82.0,73,409,False
563,1507,Derek Anderson,1999-00,12,1610612746,LAC,25.0,Guard,64,58.0,2201.0,377,860,55.0,178.0,271,309,80.0,178.0,220,90.0,11.0,167.0,149,1080,False
564,1507,Derek Anderson,2000-01,12,1610612759,SAS,26.0,Guard,82,82.0,2860.0,413,993,101.0,253.0,342,402,75.0,288.0,301,120.0,14.0,165.0,188,1269,False
565,1507,Derek Anderson,2001-02,12,1610612757,POR,27.0,Guard,70,27.0,1856.0,247,612,85.0,228.0,178,208,47.0,142.0,216,68.0,8.0,87.0,113,757,False
566,1507,Derek Anderson,2002-03,12,1610612757,POR,28.0,Guard,76,76.0,2554.0,355,832,116.0,331.0,231,269,53.0,211.0,325,90.0,16.0,128.0,141,1057,False
567,1507,Derek Anderson,2003-04,12,1610612757,POR,29.0,Guard,51,46.0,1809.0,230,612,79.0,259.0,155,188,26.0,156.0,228,66.0,3.0,90.0,79,694,False
568,1507,Derek Anderson,2004-05,12,1610612757,POR,30.0,Guard,47,32.0,1238.0,152,391,58.0,151.0,70,87,25.0,103.0,143,36.0,4.0,70.0,89,432,False
569,1507,Derek Anderson,2005-06,12,1610612745,HOU,31.0,Guard,20,8.0,582.0,68,173,19.0,67.0,61,73,12.0,71.0,53,15.0,4.0,37.0,49,216,False
570,1507,Derek Anderson,2005-06,12,1610612748,MIA,31.0,Guard,23,3.0,465.0,40,130,21.0,67.0,32,38,9.0,51.0,48,8.0,2.0,17.0,49,133,False
571,1507,Derek Anderson,2005-06,12,0,TOT,31.0,Guard,43,11.0,1047.0,108,303,40.0,134.0,93,111,21.0,122.0,101,23.0,6.0,54.0,98,349,False
572,1507,Derek Anderson,2006-07,12,1610612766,CHA,32.0,Guard,50,32.0,1190.0,126,294,54.0,152.0,93,106,29.0,84.0,133,52.0,7.0,56.0,115,399,False
573,1507,Derek Anderson,2007-08,12,1610612766,CHA,33.0,Guard,28,0.0,396.0,47,125,19.0,52.0,28,38,9.0,43.0,44,12.0,1.0,25.0,49,141,False
610,72,Kenny Anderson,1992-93,14,1610612751,NJN,22.0,Guard,55,55.0,2010.0,370,850,7.0,25.0,180,232,51.0,175.0,449,96.0,11.0,153.0,140,927,False
611,72,Kenny Anderson,1993-94,14,1610612751,NJN,23.0,Guard,82,82.0,3135.0,576,1381,40.0,132.0,346,423,89.0,233.0,784,158.0,15.0,266.0,201,1538,False
612,72,Kenny Anderson,1994-95,14,1610612751,NJN,24.0,Guard,72,70.0,2689.0,411,1031,97.0,294.0,348,414,73.0,177.0,680,103.0,14.0,225.0,184,1267,False
613,72,Kenny Anderson,1995-96,14,1610612751,NJN,25.0,Guard,31,28.0,1042.0,143,380,36.0,99.0,151,188,37.0,64.0,247,52.0,8.0,58.0,73,473,False
614,72,Kenny Anderson,1995-96,14,1610612766,CHH,25.0,Guard,38,36.0,1302.0,206,454,56.0,157.0,109,150,26.0,76.0,328,59.0,6.0,88.0,105,577,False
615,72,Kenny Anderson,1995-96,14,0,TOT,25.0,Guard,69,64.0,2344.0,349,834,92.0,256.0,260,338,63.0,140.0,575,111.0,14.0,146.0,178,1050,False
616,72,Kenny Anderson,1996-97,14,1610612757,POR,26.0,Guard,82,81.0,3081.0,485,1137,132.0,366.0,334,435,91.0,272.0,584,162.0,15.0,193.0,222,1436,False
617,72,Kenny Anderson,1997-98,14,1610612757,POR,27.0,Guard,45,40.0,1472.0,204,527,47.0,133.0,112,145,36.0,98.0,245,61.0,1.0,114.0,99,567,False
618,72,Kenny Anderson,1997-98,14,1610612738,BOS,27.0,Guard,16,16.0,386.0,64,147,10.0,27.0,41,49,3.0,36.0,100,26.0,0.0,29.0,36,179,False
619,72,Kenny Anderson,1997-98,14,0,TOT,27.0,Guard,61,56.0,1858.0,268,674,57.0,160.0,153,194,39.0,134.0,345,87.0,1.0,143.0,135,746,False
620,72,Kenny Anderson,1998-99,14,1610612738,BOS,28.0,Guard,34,33.0,1010.0,161,357,6.0,24.0,84,101,24.0,79.0,193,33.0,2.0,71.0,78,412,False
621,72,Kenny Anderson,1999-00,14,1610612738,BOS,29.0,Guard,82,82.0,2593.0,434,986,85.0,220.0,196,253,55.0,170.0,420,139.0,8.0,130.0,230,1149,False
622,72,Kenny Anderson,2000-01,14,1610612738,BOS,30.0,Guard,33,28.0,850.0,88,227,11.0,33.0,59,71,16.0,57.0,134,44.0,2.0,52.0,62,246,False
623,72,Kenny Anderson,2001-02,14,1610612738,BOS,31.0,Guard,76,76.0,2428.0,312,716,9.0,33.0,98,132,57.0,218.0,403,141.0,10.0,119.0,210,731,False
624,72,Kenny Anderson,2002-03,14,1610612760,SEA,32.0,Guard,38,1.0,689.0,102,232,0.0,5.0,29,35,17.0,70.0,121,40.0,1.0,33.0,63,233,False
625,72,Kenny Anderson,2002-03,14,1610612740,NOH,32.0,Guard,23,1.0,446.0,61,150,1.0,2.0,16,22,14.0,31.0,77,18.0,4.0,42.0,43,139,False
626,72,Kenny Anderson,2002-03,14,0,TOT,32.0,Guard,61,2.0,1135.0,163,382,1.0,7.0,45,57,31.0,101.0,198,58.0,5.0,75.0,106,372,False
627,72,Kenny Anderson,2003-04,14,1610612754,IND,33.0,Guard,44,31.0,907.0,113,256,1.0,4.0,35,48,19.0,62.0,125,26.0,5.0,50.0,73,262,False
628,72,Kenny Anderson,2004-05,14,1610612737,ATL,34.0,Guard,39,20.0,718.0,81,190,6.0,13.0,27,37,23.0,60.0,98,33.0,0.0,46.0,81,195,False
629,72,Kenny Anderson,2004-05,14,1610612746,LAC,34.0,Guard,4,0.0,26.0,4,11,0.0,0.0,0,0,1.0,4.0,5,0.0,0.0,3.0,6,8,False
630,72,Kenny Anderson,2004-05,14,0,TOT,34.0,Guard,43,20.0,744.0,85,201,6.0,13.0,27,37,24.0,64.0,103,33.0,0.0,49.0,87,203,False
768,1630175,Cole Anthony,2020-21,1,1610612753,ORL,21.0,Guard,47,34.0,1273.0,219,552,58.0,172.0,109,131,38.0,183.0,192,30.0,18.0,106.0,98,605,True
769,1630175,Cole Anthony,2021-22,1,1610612753,ORL,22.0,Guard,65,65.0,2059.0,357,912,132.0,391.0,216,253,32.0,316.0,369,46.0,17.0,170.0,171,1062,True
